,Date1,Away_Team1,Home_Team1,Stadium1,Location1,League1,Lat_Lon1,Date2,Away_Team2,Home_Team2,Stadium2,Location2,League2,Lat_Lon2,Date3,Away_Team3,Home_Team3,Stadium3,Location3,League3,Lat_Lon3
192,2022-09-24,UMass,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
193,2022-09-24,UMass,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
194,2022-09-24,James Madison,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-09-25,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
195,2022-09-24,Charlotte,South Carolina,Williams-Brice Stadium,"Columbia, SC",FBS,"(34.0007493, -81.0343313)",2022-09-25,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
196,2022-09-24,Florida International,Western Kentucky,Houchens Industries-L.T. Smith Stadium,"Bowling Green, KY",FBS,"(36.9903199, -86.4436018)",2022-09-25,Las Vegas Raiders,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
197,2022-09-24,Utah,Arizona State,Sun Devil Stadium,"Tempe, AZ",FBS,"(33.4255056, -111.9400091)",2022-09-25,Los Angeles Rams,Arizona Cardinals,State Farm Stadium,"Glendale, AZ",NFL,"(33.5386858, -112.1859941)",,,,,,,
198,2022-09-24,UCLA,Colorado,Folsom Field,"Boulder, CO",FBS,"(40.0149856, -105.270545)",2022-09-25,San Francisco 49ers,Denver Broncos,Empower Field at Mile High,"Denver, CO",NFL,"(39.7392364, -104.9848623)",,,,,,,
199,2022-09-24,Stanford,Washington,Husky Stadium,"Seattle, WA",FBS,"(47.6038321, -122.3300624)",2022-09-25,Atlanta Falcons,Seattle Seahawks,Lumen Field,"Seattle, WA",NFL,"(47.6038321, -122.3300624)",,,,,,,
200,2022-09-24,Iowa,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
201,2022-09-24,Iowa,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
202,2022-09-24,Iowa,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
203,2022-09-24,Miami (OH),Northwestern,Ryan Field,"Evanston, IL",FBS,"(42.0447388, -87.6930459)",2022-09-25,Houston Texans,Chicago Bears,Soldier Field,"Chicago, IL",NFL,"(41.8755616, -87.6244212)",,,,,,,
204,2022-09-24,Sacramento State,Colorado State,Canvas Stadium,"Fort Collins, CO",FBS,"(40.5508527, -105.0668085)",2022-09-25,San Francisco 49ers,Denver Broncos,Empower Field at Mile High,"Denver, CO",NFL,"(39.7392364, -104.9848623)",,,,,,,
205,2022-09-24,Middle Tennessee,Miami,Hard Rock Stadium,"Miami Gardens, FL",FBS,"(25.9420377, -80.2456045)",2022-09-25,Buffalo Bills,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
206,2022-09-24,Merrimack,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-09-25,Philadelphia Eagles,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
207,2022-09-24,Lincoln University (CA),St. Thomas - Minnesota,O'Shaughnessy Stadium,"Saint Paul, MN",FCS,"(44.9497487, -93.0931028)",2022-09-25,Detroit Lions,Minnesota Vikings,U.S. Bank Stadium,"Minneapolis, MN",NFL,"(44.9772995, -93.2654692)",,,,,,,
208,2022-09-24,San Diego,Valparaiso,Brown Field,"Valparaiso, IN",FCS,"(41.4730948, -87.0611412)",2022-09-25,Houston Texans,Chicago Bears,Soldier Field,"Chicago, IL",NFL,"(41.8755616, -87.6244212)",,,,,,,
209,2022-09-24,Columbia,Georgetown,Cooper Field,"Washington, DC",FCS,"(38.8950368, -77.0365427)",2022-09-25,Philadelphia Eagles,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
210,2022-09-24,Bryant,Long Island University,Bethpage Federal Credit Union Stadium,"Old Westbury, NY",FCS,"(40.7887113, -73.5995717)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
211,2022-09-24,Bryant,Long Island University,Bethpage Federal Credit Union Stadium,"Old Westbury, NY",FCS,"(40.7887113, -73.5995717)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
212,2022-09-24,Bryant,Long Island University,Bethpage Federal Credit Union Stadium,"Old Westbury, NY",FCS,"(40.7887113, -73.5995717)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
213,2022-09-24,Holy Cross,Colgate,Andy Kerr Stadium,"Hamilton, NY",FCS,"(40.9136697, -73.1297621)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
214,2022-09-24,Holy Cross,Colgate,Andy Kerr Stadium,"Hamilton, NY",FCS,"(40.9136697, -73.1297621)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
215,2022-09-24,Holy Cross,Colgate,Andy Kerr Stadium,"Hamilton, NY",FCS,"(40.9136697, -73.1297621)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
216,2022-09-24,Lehigh,Princeton,Powers Field at Princeton Stadium,"Princeton, NJ",FCS,"(40.34833555, -74.6684230570877)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
217,2022-09-24,Lehigh,Princeton,Powers Field at Princeton Stadium,"Princeton, NJ",FCS,"(40.34833555, -74.6684230570877)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
218,2022-09-24,Lehigh,Princeton,Powers Field at Princeton Stadium,"Princeton, NJ",FCS,"(40.34833555, -74.6684230570877)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
219,2022-09-24,Eastern Kentucky,Austin Peay,Fortera Stadium,"Clarksville, TN",FCS,"(36.5277607, -87.3588703)",2022-09-25,Las Vegas Raiders,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
220,2022-09-24,Dartmouth,Sacred Heart,Campus Field,"Fairfield, CT",FCS,"(41.2943069, -73.37486)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
221,2022-09-24,Dartmouth,Sacred Heart,Campus Field,"Fairfield, CT",FCS,"(41.2943069, -73.37486)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
222,2022-09-24,Dartmouth,Sacred Heart,Campus Field,"Fairfield, CT",FCS,"(41.2943069, -73.37486)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
223,2022-09-24,Idaho State,Northern Colorado,Nottingham Field,"Greeley, CO",FCS,"(40.4233142, -104.7091322)",2022-09-25,San Francisco 49ers,Denver Broncos,Empower Field at Mile High,"Denver, CO",NFL,"(39.7392364, -104.9848623)",,,,,,,
224,2022-09-24,Lafayette,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
225,2022-09-24,Lafayette,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
226,2022-09-24,Lafayette,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
227,2022-09-24,New Hampshire,Towson,Johnny Unitas Stadium,"Towson, MD",FCS,"(39.396459050000004, -76.61481481790992)",2022-09-25,Philadelphia Eagles,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
228,2022-09-24,Mercer,Gardner-Webb,Ernest W. Spangler Stadium,"Boiling Springs, NC",FCS,"(35.254292, -81.6670407)",2022-09-25,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
229,2022-09-24,Monmouth,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
230,2022-09-24,Monmouth,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26 00:00:00,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
231,2022-09-24,Monmouth,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
232,2022-09-24,Hampton,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",2022-09-25,Philadelphia Eagles,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
233,2022-09-24,Davidson,Presbyterian,Bailey Memorial Stadium,"Clinton, SC",FCS,"(34.4726277, -81.8806562)",2022-09-25,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
234,2022-09-24,South Carolina State,North Carolina A&T,Truist Stadium,"Greensboro, NC",FCS,"(36.0726355, -79.7919754)",2022-09-25,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
235,2022-09-24,Florida Atlantic,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-09-25,Kansas City Chiefs,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
236,2022-09-24,Eastern Illinois,Murray State,Roy Stewart Stadium,"Murray, KY",FCS,"(36.6103334, -88.314761)",2022-09-25,Las Vegas Raiders,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
237,2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-26,Dallas Cowboys,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
238,2022-09-29,Miami Dolphins,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",2022-10-01,Northern Illinois,Ball State,Scheumann Stadium,"Muncie, IN",FBS,"(40.1936892, -85.3865271)",,,,,,,
239,2022-09-29,Miami Dolphins,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",2022-10-01,Northern Illinois,Ball State,Scheumann Stadium,"Muncie, IN",FBS,"(40.1936892, -85.3865271)",2022-10-02 00:00:00,Tennessee Titans,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)"
240,2022-09-29,Miami Dolphins,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",2022-10-01,Presbyterian,Morehead State,Jayne Stadium,"Morehead, KY",FCS,"(38.1839705, -83.4326841)",,,,,,,
241,2022-09-29,Miami Dolphins,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",2022-10-01,Drake,Dayton,Welcome Stadium,"Dayton, OH",FCS,"(39.7589478, -84.1916069)",,,,,,,
242,2022-09-29,Utah State,BYU,LaVell Edwards Stadium,"Provo, UT",FBS,"(40.2337289, -111.6587085)",2022-10-01,Oregon State,Utah,Rice-Eccles Stadium,"Salt Lake City, UT",FBS,"(40.7596198, -111.8867975)",,,,,,,
243,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,Tarleton,Lamar,Provost Umphrey Stadium,"Beaumont, TX",FCS,"(30.0860459, -94.1018461)",,,,,,,
244,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,Tarleton,Lamar,Provost Umphrey Stadium,"Beaumont, TX",FCS,"(30.0860459, -94.1018461)",2022-10-02 00:00:00,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)"
245,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,Stephen F. Austin,Sam Houston,NRG Stadium,"Houston, TX",FCS,"(29.7589382, -95.3676974)",,,,,,,
246,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,Stephen F. Austin,Sam Houston,NRG Stadium,"Houston, TX",FCS,"(29.7589382, -95.3676974)",2022-10-02 00:00:00,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)"
247,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,Alabama State,Texas Southern,PNC Stadium,"Houston, TX",FCS,"(29.7589382, -95.3676974)",,,,,,,
248,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,Alabama State,Texas Southern,PNC Stadium,"Houston, TX",FCS,"(29.7589382, -95.3676974)",2022-10-02 00:00:00,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)"
249,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,UAB,Rice,Rice Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",,,,,,,
250,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-01,UAB,Rice,Rice Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-02 00:00:00,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)"
251,2022-09-30,Tulane,Houston,TDECU Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-02,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
252,2022-09-30,Washington,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",2022-10-01,Arizona State,USC,Los Angeles Memorial Coliseum,"Los Angeles, CA",FBS,"(34.0536909, -118.242766)",,,,,,,
253,2022-10-01,Michigan State,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-10-02,Buffalo Bills,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
254,2022-10-01,Robert Morris,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-10-02,Buffalo Bills,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
255,2022-10-01,Robert Morris,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-10-02,Jacksonville Jaguars,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
256,2022-10-01,Oklahoma,TCU,Amon G. Carter Stadium,"Fort Worth, TX",FBS,"(32.753177, -97.3327459)",2022-10-02,Washington Commanders,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
257,2022-10-01,Bryant,North Carolina A&T,Truist Stadium,"Greensboro, NC",FCS,"(36.0726355, -79.7919754)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
258,2022-10-01,Grambling,Prairie View A&M,Cotton Bowl,"Dallas, TX",FCS,"(32.7762719, -96.7968559)",2022-10-02,Washington Commanders,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
259,2022-10-01,East Carolina,South Florida,Raymond James Stadium,"Tampa, FL",FBS,"(27.9477595, -82.458444)",2022-10-02,Kansas City Chiefs,Tampa Bay Buccaneers,Raymond James Stadium,"Tampa, FL",NFL,"(27.9477595, -82.458444)",,,,,,,
260,2022-10-01,Ohio,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-10-02,New York Jets,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
261,2022-10-01,Bowling Green,Akron,InfoCision Stadium,"Akron, OH",FBS,"(41.083064, -81.518485)",2022-10-02,New York Jets,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
262,2022-10-01,Central Michigan,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-10-02,Seattle Seahawks,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
263,2022-10-01,UMass,Eastern Michigan,Rynearson Stadium,"Ypsilanti, MI",FBS,"(42.2410562, -83.613055)",2022-10-02,Seattle Seahawks,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
264,2022-10-01,Georgia State,Army,Michie Stadium,"West Point, NY",FBS,"(41.38748, -73.964071)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
265,2022-10-01,Georgia Tech,Pittsburgh,Heinz Field,"Pittsburgh, PA",FBS,"(40.4416941, -79.9900861)",2022-10-02,New York Jets,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
266,2022-10-01,The Citadel,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
267,2022-10-01,Northern Illinois,Ball State,Scheumann Stadium,"Muncie, IN",FBS,"(40.1936892, -85.3865271)",2022-10-02,Tennessee Titans,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
268,2022-10-01,SMU,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-10-02,Kansas City Chiefs,Tampa Bay Buccaneers,Raymond James Stadium,"Tampa, FL",NFL,"(27.9477595, -82.458444)",,,,,,,
269,2022-10-01,William & Mary,Stony Brook,Kenneth P. LaValle Stadium,"Stony Brook, NY",FCS,"(40.9087015, -73.13960360056436)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
270,2022-10-01,Towson,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",2022-10-02,Buffalo Bills,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
271,2022-10-01,Towson,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",2022-10-02,Jacksonville Jaguars,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
272,2022-10-01,Norfolk State,Sacred Heart,Campus Field,"Fairfield, CT",FCS,"(41.2943069, -73.37486)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
273,2022-10-01,Virginia Lynchburg,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-10-02,Buffalo Bills,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
274,2022-10-01,Virginia Lynchburg,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-10-02,Jacksonville Jaguars,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
275,2022-10-01,Cornell,Colgate,Andy Kerr Stadium,"Hamilton, NY",FCS,"(40.9136697, -73.1297621)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
276,2022-10-01,Princeton,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",2022-10-02,Jacksonville Jaguars,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
277,2022-10-01,Princeton,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
278,2022-10-01,Tarleton,Lamar,Provost Umphrey Stadium,"Beaumont, TX",FCS,"(30.0860459, -94.1018461)",2022-10-02,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
279,2022-10-01,South Carolina State,South Carolina,Williams-Brice Stadium,"Columbia, SC",FBS,"(34.0007493, -81.0343313)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
280,2022-10-01,Stephen F. Austin,Sam Houston,NRG Stadium,"Houston, TX",FCS,"(29.7589382, -95.3676974)",2022-10-02,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
281,2022-10-01,Florida Atlantic,North Texas,Apogee Stadium,"Denton, TX",FBS,"(33.1838787, -97.1413417)",2022-10-02,Washington Commanders,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
282,2022-10-01,Samford,Furman,Paladin Stadium,"Greenville, SC",FCS,"(34.851354, -82.3984882)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
283,2022-10-01,Kennesaw State,Jacksonville State,Burgess-Snow Field,"Jacksonville, AL",FCS,"(33.8137163, -85.7613476)",2022-10-02,Cleveland Browns,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
284,2022-10-01,Mercer,Wofford,Gibbs Stadium,"Spartanburg, SC",FCS,"(34.9498007, -81.9320157)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
285,2022-10-01,St. Thomas - Minnesota,Marist,Tenney Stadium at Leonidoff Field,"Poughkeepsie, NY",FCS,"(41.7065539, -73.9283672)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
286,2022-10-01,Georgetown,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-10-02,Jacksonville Jaguars,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
287,2022-10-01,Georgetown,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
288,2022-10-01,Butler,Davidson,"Richardson Stadium (Davidson, NC)","Davidson, NC",FCS,"(35.4992614, -80.8485218)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
289,2022-10-01,Holy Cross,Harvard,Harvard Stadium,"Cambridge, MA",FCS,"(52.2055314, 0.1186637)",2022-10-02,Minnesota Vikings,New Orleans Saints,Tottenham Hotspur Stadium,"London, UK",NFL,"(51.5073219, -0.1276474)",,,,,,,
